productId,productName,category,fieldId,label,type,required,options,help
mfa_setup_session,MFA Setup Session,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
mfa_setup_session,MFA Setup Session,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
mfa_setup_session,MFA Setup Session,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
mfa_setup_session,MFA Setup Session,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
mfa_setup_session,MFA Setup Session,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
mfa_setup_session,MFA Setup Session,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
mfa_setup_session,MFA Setup Session,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
mfa_setup_session,MFA Setup Session,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
phishing_readiness_mini_audit,Phishing Readiness Mini Audit,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
security_score_snapshot,Security Score Snapshot,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
security_score_snapshot,Security Score Snapshot,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
security_score_snapshot,Security Score Snapshot,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
security_score_snapshot,Security Score Snapshot,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
security_score_snapshot,Security Score Snapshot,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
security_score_snapshot,Security Score Snapshot,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
security_score_snapshot,Security Score Snapshot,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
security_score_snapshot,Security Score Snapshot,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
security_score_snapshot,Security Score Snapshot,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
security_score_snapshot,Security Score Snapshot,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
security_score_snapshot,Security Score Snapshot,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
security_score_snapshot,Security Score Snapshot,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
security_score_snapshot,Security Score Snapshot,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
admin_account_cleanup,Admin Account Cleanup,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
business_email_safety_check,Business Email Safety Check,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
business_email_safety_check,Business Email Safety Check,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
business_email_safety_check,Business Email Safety Check,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
business_email_safety_check,Business Email Safety Check,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
business_email_safety_check,Business Email Safety Check,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
business_email_safety_check,Business Email Safety Check,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
business_email_safety_check,Business Email Safety Check,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
business_email_safety_check,Business Email Safety Check,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
business_email_safety_check,Business Email Safety Check,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
business_email_safety_check,Business Email Safety Check,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
business_email_safety_check,Business Email Safety Check,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
business_email_safety_check,Business Email Safety Check,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
business_email_safety_check,Business Email Safety Check,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
remote_work_safety_check,Remote Work Safety Check,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
basic_incident_readiness_checklist,Basic Incident Readiness Checklist,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
website_uptime_monitor_setup,Website Uptime Monitor Setup,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
printer_scanner_setup,Printer / Scanner Setup,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
pc_tune_up_cleanup,PC Tune-Up / Cleanup,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,business_name,Business name,text,True,,Legal or public-facing business name.
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,users_count,Approximate number of users,number,False,,Estimate is acceptable.
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,preferred_session_type,Preferred session type,select,False,Remote;Onsite;Either,
computer_replacement_readiness_review,Computer Replacement Readiness Review,Quick Fixes,known_accounts_or_systems,Known accounts/systems involved,textarea,False,,
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,business_name,Business name,text,True,,Legal or public-facing business name.
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,users_count,Approximate number of users,number,False,,Estimate is acceptable.
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,recent_security_incident,Any recent suspicious activity or incident?,textarea,False,,
cyber_risk_snapshot,Cyber Risk Snapshot,Cybersecurity,security_priority,Primary security concern,select,False,Account takeover;Phishing;Ransomware;Cyber insurance;Compliance;Not sure,
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,business_name,Business name,text,True,,Legal or public-facing business name.
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,contact_name,Primary contact name,text,True,,Main person Maine Cyber Tech should coordinate with.
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,contact_email,Primary contact email,email,True,,"Used for scheduling, service updates, and deliverables."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,contact_phone,Best phone number,tel,False,,"Useful for urgent, onsite, or access-sensitive work."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,business_address,Business address or service location,textarea,False,,"Required for onsite, Wi-Fi, network, camera, hardware, or location-specific services."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,urgency,How urgent is this request?,select,True,Not urgent;This week;ASAP;Emergency,Emergency work may require separate emergency support terms.
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,users_count,Approximate number of users,number,False,,Estimate is acceptable.
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,devices_count,Approximate number of devices,number,False,,"Include computers, phones, tablets, printers, network gear, and cameras if relevant."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,current_provider,"Current provider/platform, if known",text,False,,"Examples: Microsoft 365, Google Workspace, Cloudflare, GoDaddy, UniFi, Comcast, Spectrum, WordPress."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,admin_access_available,Do you have authorized admin access?,select,True,Yes;No;Not sure,Do not paste credentials into this form. Maine Cyber Tech will coordinate safe access separately.
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,primary_goal,What are you trying to accomplish?,textarea,True,,"Describe the business goal, pain point, risk, outage, or improvement you want."
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,recent_security_incident,Any recent suspicious activity or incident?,textarea,False,,
full_cybersecurity_assessment,Full Cybersecurity Assessment,Cybersecurity,security_priority,Primary security concern,select,False,Account takeover;Phishing;Ransomware;Cyber insurance;Compliance;Not sure,
